"","wmon","membership_start","membership_end","fmisid","station_name","station_start","sattion_end","loc_id","loc_start","loc_end","h","lon","lat","lsm","z_oro","lsm_41r2","z_oro_41r2","lpnn"
"6152",40616,1700-01-01,9999-12-31,126594,"Erbeel","1700-01-01 00:00:00","9999-12-31 00:00:00",27931,"1700-01-01 00:00:00","9999-12-31 00:00:00",420,44,36.15,NA,NA,NA,NA,NA
"6153",40619,1700-01-01,9999-12-31,126595,"Makhmoor","1700-01-01 00:00:00","9999-12-31 00:00:00",27932,"1700-01-01 00:00:00","9999-12-31 00:00:00",270,43.6,35.75,NA,NA,NA,NA,NA
"6154",40620,1700-01-01,9999-12-31,126596,"Halabcha","1700-01-01 00:00:00","9999-12-31 00:00:00",27933,"1700-01-01 00:00:00","9999-12-31 00:00:00",620,45.95,35.2,NA,NA,NA,NA,NA
"6155",40621,1700-01-01,9999-12-31,118730,"Kirkuk","1700-01-01 00:00:00","9999-12-31 00:00:00",17634,"1700-01-01 00:00:00","9999-12-31 00:00:00",331,44.4,35.46666,NA,NA,NA,NA,NA
"6156",40622,1700-01-01,9999-12-31,126597,"Chem-Chamal","1700-01-01 00:00:00","9999-12-31 00:00:00",27934,"1700-01-01 00:00:00","9999-12-31 00:00:00",701,44.83333,35.51666,NA,NA,NA,NA,NA
"6157",40623,1700-01-01,9999-12-31,118732,"Sulymaniyah","1700-01-01 00:00:00","9999-12-31 00:00:00",17636,"1700-01-01 00:00:00","9999-12-31 00:00:00",843,45.45,35.53333,NA,NA,NA,NA,NA
"6158",40627,1700-01-01,9999-12-31,126598,"Al-Kaem","1700-01-01 00:00:00","9999-12-31 00:00:00",27936,"1700-01-01 00:00:00","9999-12-31 00:00:00",178,41.01666,34.38333,NA,NA,NA,NA,NA
"6159",40629,1700-01-01,9999-12-31,126599,"Anah","1700-01-01 00:00:00","9999-12-31 00:00:00",27937,"1700-01-01 00:00:00","9999-12-31 00:00:00",175,41.95,34.36666,NA,NA,NA,NA,NA
"6160",40631,1700-01-01,9999-12-31,118734,"Baiji","1700-01-01 00:00:00","9999-12-31 00:00:00",17638,"1700-01-01 00:00:00","9999-12-31 00:00:00",116,43.53333,34.9,NA,NA,NA,NA,NA
"6161",40632,1700-01-01,9999-12-31,126600,"Tuz","1700-01-01 00:00:00","9999-12-31 00:00:00",27939,"1700-01-01 00:00:00","9999-12-31 00:00:00",220,44.65,34.88333,NA,NA,NA,NA,NA
"6162",40633,1700-01-01,9999-12-31,126601,"Tikrit","1700-01-01 00:00:00","9999-12-31 00:00:00",27940,"1700-01-01 00:00:00","9999-12-31 00:00:00",107,43.7,34.56666,NA,NA,NA,NA,NA
"6163",40634,1700-01-01,9999-12-31,126602,"Hadithah","1700-01-01 00:00:00","9999-12-31 00:00:00",27941,"1700-01-01 00:00:00","9999-12-31 00:00:00",108,42.35,34.13333,NA,NA,NA,NA,NA
"6164",40635,1700-01-01,9999-12-31,126603,"Samaraa","1700-01-01 00:00:00","9999-12-31 00:00:00",27942,"1700-01-01 00:00:00","9999-12-31 00:00:00",75,43.88333,34.18333,NA,NA,NA,NA,NA
"6165",40637,1700-01-01,9999-12-31,126604,"Khanaqin","1700-01-01 00:00:00","9999-12-31 00:00:00",27943,"1700-01-01 00:00:00","9999-12-31 00:00:00",202,45.38333,34.35,NA,NA,NA,NA,NA
"6166",40638,1700-01-01,9999-12-31,126605,"Al-Khalis","1700-01-01 00:00:00","9999-12-31 00:00:00",27944,"1700-01-01 00:00:00","9999-12-31 00:00:00",44,44.53333,33.83333,NA,NA,NA,NA,NA
"6169",40642,1700-01-01,9999-12-31,118738,"Rutbah","1700-01-01 00:00:00","9999-12-31 00:00:00",17642,"1700-01-01 00:00:00","9999-12-31 00:00:00",615,40.28333,33.03333,NA,NA,NA,NA,NA
"6170",40643,1700-01-01,9999-12-31,126607,"Aukashat","1700-01-01 00:00:00","9999-12-31 00:00:00",27947,"1700-01-01 00:00:00","9999-12-31 00:00:00",583,40.13333,33.8,NA,NA,NA,NA,NA
"6172",40645,1700-01-01,9999-12-31,126608,"Ramadi","1700-01-01 00:00:00","9999-12-31 00:00:00",27948,"1700-01-01 00:00:00","9999-12-31 00:00:00",48,43.31666,33.45,NA,NA,NA,NA,NA
"6173",40646,1700-01-01,9999-12-31,126609,"Heet","1700-01-01 00:00:00","9999-12-31 00:00:00",27949,"1700-01-01 00:00:00","9999-12-31 00:00:00",58,43.75,33.63333,NA,NA,NA,NA,NA
"6175",40650,1700-01-01,9999-12-31,142529,"Baghdad","1700-01-01 00:00:00","9999-12-31 00:00:00",35826,"1700-01-01 00:00:00","9999-12-31 00:00:00",32,44.4,33.3,NA,NA,NA,NA,NA
"6177",40655,1700-01-01,9999-12-31,126612,"Ainaltamer","1700-01-01 00:00:00","9999-12-31 00:00:00",27952,"1700-01-01 00:00:00","9999-12-31 00:00:00",28,44.71666,32.55,NA,NA,NA,NA,NA
"6178",40656,1700-01-01,9999-12-31,126613,"Kerbela","1700-01-01 00:00:00","9999-12-31 00:00:00",27953,"1700-01-01 00:00:00","9999-12-31 00:00:00",29,44.05,32.56666,NA,NA,NA,NA,NA
"6179",40657,1700-01-01,9999-12-31,126614,"Hella","1700-01-01 00:00:00","9999-12-31 00:00:00",27954,"1700-01-01 00:00:00","9999-12-31 00:00:00",27,44.45,32.45,NA,NA,NA,NA,NA
"6180",40658,1700-01-01,9999-12-31,118743,"Nukheb","1700-01-01 00:00:00","9999-12-31 00:00:00",17647,"1700-01-01 00:00:00","9999-12-31 00:00:00",305,42.28333,32.03333,NA,NA,NA,NA,NA
"6181",40660,1700-01-01,9999-12-31,126615,"Azizyah","1700-01-01 00:00:00","9999-12-31 00:00:00",27956,"1700-01-01 00:00:00","9999-12-31 00:00:00",25,45.06666,32.91666,NA,NA,NA,NA,NA
"6182",40662,1700-01-01,9999-12-31,126616,"Badrah","1700-01-01 00:00:00","9999-12-31 00:00:00",27957,"1700-01-01 00:00:00","9999-12-31 00:00:00",64,45.95,33.1,NA,NA,NA,NA,NA
"6183",40664,1700-01-01,9999-12-31,126617,"Kut","1700-01-01 00:00:00","9999-12-31 00:00:00",27958,"1700-01-01 00:00:00","9999-12-31 00:00:00",19,45.81666,32.5,NA,NA,NA,NA,NA
"6184",40665,1700-01-01,9999-12-31,118744,"Kut-Al-Hai","1700-01-01 00:00:00","9999-12-31 00:00:00",17648,"1700-01-01 00:00:00","9999-12-31 00:00:00",17,46.03333,32.13333,NA,NA,NA,NA,NA
"6185",40666,1700-01-01,9999-12-31,126618,"Ali-Algharbi","1700-01-01 00:00:00","9999-12-31 00:00:00",27960,"1700-01-01 00:00:00","9999-12-31 00:00:00",14,46.71666,32.46666,NA,NA,NA,NA,NA
"6186",40670,1700-01-01,9999-12-31,118745,"Najaf","1700-01-01 00:00:00","9999-12-31 00:00:00",17649,"1700-01-01 00:00:00","9999-12-31 00:00:00",53,44.31666,31.95,NA,NA,NA,NA,NA
"6187",40672,1700-01-01,9999-12-31,118746,"Diwaniya","1700-01-01 00:00:00","9999-12-31 00:00:00",17650,"1700-01-01 00:00:00","9999-12-31 00:00:00",20,44.95,31.95,NA,NA,NA,NA,NA
"6188",40674,1700-01-01,9999-12-31,118747,"Samawa","1700-01-01 00:00:00","9999-12-31 00:00:00",17651,"1700-01-01 00:00:00","9999-12-31 00:00:00",11,45.26666,31.26666,NA,NA,NA,NA,NA
"6189",40675,1700-01-01,9999-12-31,126619,"Rafaei","1700-01-01 00:00:00","9999-12-31 00:00:00",27964,"1700-01-01 00:00:00","9999-12-31 00:00:00",6,46.1,31.71666,NA,NA,NA,NA,NA
"6190",40676,1700-01-01,9999-12-31,118748,"Nasiriya","1700-01-01 00:00:00","9999-12-31 00:00:00",17652,"1700-01-01 00:00:00","9999-12-31 00:00:00",5,46.23333,31.01666,NA,NA,NA,NA,NA
"6191",40680,1700-01-01,9999-12-31,118749,"Amara","1700-01-01 00:00:00","9999-12-31 00:00:00",17653,"1700-01-01 00:00:00","9999-12-31 00:00:00",9,47.16666,31.83333,NA,NA,NA,NA,NA
"6192",40684,1700-01-01,9999-12-31,118750,"Al-Salman","1700-01-01 00:00:00","9999-12-31 00:00:00",17654,"1700-01-01 00:00:00","9999-12-31 00:00:00",220,44.55,30.48333,NA,NA,NA,NA,NA
"6193",40686,1700-01-01,9999-12-31,118751,"Busayah","1700-01-01 00:00:00","9999-12-31 00:00:00",17655,"1700-01-01 00:00:00","9999-12-31 00:00:00",144,46.11666,30.1,NA,NA,NA,NA,NA
"6195",40690,1700-01-01,9999-12-31,126621,"Basrah Int. Airport","1700-01-01 00:00:00","9999-12-31 00:00:00",27969,"1700-01-01 00:00:00","9999-12-31 00:00:00",3,47.78333,30.51666,NA,NA,NA,NA,NA
"6196",40691,1700-01-01,9999-12-31,118753,"Al-Fao","1700-01-01 00:00:00","9999-12-31 00:00:00",17657,"1700-01-01 00:00:00","9999-12-31 00:00:00",2,48.5,29.98333,NA,NA,NA,NA,NA
"6198",40700,1700-01-01,9999-12-31,118754,"Pars Abad Moghan","1700-01-01 00:00:00","9999-12-31 00:00:00",17658,"1700-01-01 00:00:00","9999-12-31 00:00:00",45,47.91666,39.65,NA,NA,NA,NA,NA
"6199",40701,1700-01-01,9999-12-31,118755,"Makko","1700-01-01 00:00:00","9999-12-31 00:00:00",17659,"1700-01-01 00:00:00","9999-12-31 00:00:00",1411,44.38333,39.36666,NA,NA,NA,NA,NA
"6200",40703,1700-01-01,9999-12-31,118756,"Khoy","1700-01-01 00:00:00","9999-12-31 00:00:00",17660,"1700-01-01 00:00:00","9999-12-31 00:00:00",1107,44.96666,38.55,NA,NA,NA,NA,NA
"6201",40704,1700-01-01,9999-12-31,118757,"Ahar","1700-01-01 00:00:00","9999-12-31 00:00:00",17661,"1700-01-01 00:00:00","9999-12-31 00:00:00",1390,47.06666,38.43333,NA,NA,NA,NA,NA
"6202",40706,1700-01-01,9999-12-31,118758,"Tabriz","1700-01-01 00:00:00","9999-12-31 00:00:00",17662,"1700-01-01 00:00:00","9999-12-31 00:00:00",1367,46.28333,38.08333,NA,NA,NA,NA,NA
"6203",40708,1700-01-01,9999-12-31,118759,"Ardebil","1700-01-01 00:00:00","9999-12-31 00:00:00",17663,"1700-01-01 00:00:00","9999-12-31 00:00:00",1335,48.31666,38.21666,NA,NA,NA,NA,NA
"6205",40712,1700-01-01,9999-12-31,118761,"Orumieh","1700-01-01 00:00:00","9999-12-31 00:00:00",17665,"1700-01-01 00:00:00","9999-12-31 00:00:00",1328,45.05,37.65,NA,NA,NA,NA,NA
"6206",40713,1700-01-01,9999-12-31,118762,"Maragheh","1700-01-01 00:00:00","9999-12-31 00:00:00",17666,"1700-01-01 00:00:00","9999-12-31 00:00:00",1478,46.16666,37.35,NA,NA,NA,NA,NA
"6207",40716,1700-01-01,9999-12-31,118763,"Meyaneh","1700-01-01 00:00:00","9999-12-31 00:00:00",17667,"1700-01-01 00:00:00","9999-12-31 00:00:00",1110,47.7,37.45,NA,NA,NA,NA,NA
"6208",40718,1700-01-01,9999-12-31,118764,"Anzali","1700-01-01 00:00:00","9999-12-31 00:00:00",17668,"1700-01-01 00:00:00","9999-12-31 00:00:00",-24,49.45,37.46666,NA,NA,NA,NA,NA
"6209",40719,1700-01-01,9999-12-31,118765,"Rasht","1700-01-01 00:00:00","9999-12-31 00:00:00",17669,"1700-01-01 00:00:00","9999-12-31 00:00:00",-9,49.61666,37.31666,NA,NA,NA,NA,NA
"6211",40723,1700-01-01,9999-12-31,118767,"Bojnourd","1700-01-01 00:00:00","9999-12-31 00:00:00",17671,"1700-01-01 00:00:00","9999-12-31 00:00:00",1074,57.33333,37.46666,NA,NA,NA,NA,NA
"6212",40726,1700-01-01,9999-12-31,118768,"Mohabad","1700-01-01 00:00:00","9999-12-31 00:00:00",17672,"1700-01-01 00:00:00","9999-12-31 00:00:00",1352,45.7,36.75,NA,NA,NA,NA,NA
"6213",40727,1700-01-01,9999-12-31,118769,"Saghez","1700-01-01 00:00:00","9999-12-31 00:00:00",17673,"1700-01-01 00:00:00","9999-12-31 00:00:00",1493,46.26666,36.25,NA,NA,NA,NA,NA
"6214",40729,1700-01-01,9999-12-31,118770,"Zanjan","1700-01-01 00:00:00","9999-12-31 00:00:00",17674,"1700-01-01 00:00:00","9999-12-31 00:00:00",1663,48.48333,36.68333,NA,NA,NA,NA,NA
"6215",40731,1700-01-01,9999-12-31,118771,"Ghazvin","1700-01-01 00:00:00","9999-12-31 00:00:00",17675,"1700-01-01 00:00:00","9999-12-31 00:00:00",1279,50.03333,36.23333,NA,NA,NA,NA,NA
"6216",40732,1700-01-01,9999-12-31,118772,"Ramsar","1700-01-01 00:00:00","9999-12-31 00:00:00",17676,"1700-01-01 00:00:00","9999-12-31 00:00:00",-23,50.66666,36.9,NA,NA,NA,NA,NA
"6217",40734,1700-01-01,9999-12-31,118773,"Noshahr","1700-01-01 00:00:00","9999-12-31 00:00:00",17677,"1700-01-01 00:00:00","9999-12-31 00:00:00",-25,51.5,36.65,NA,NA,NA,NA,NA
"6218",40736,1700-01-01,9999-12-31,118774,"Babulsar","1700-01-01 00:00:00","9999-12-31 00:00:00",17678,"1700-01-01 00:00:00","9999-12-31 00:00:00",-21,52.65,36.71666,NA,NA,NA,NA,NA
"6219",40737,1700-01-01,9999-12-31,118775,"Gharakhil","1700-01-01 00:00:00","9999-12-31 00:00:00",17679,"1700-01-01 00:00:00","9999-12-31 00:00:00",15,52.76666,36.45,NA,NA,NA,NA,NA
"6220",40738,1700-01-01,9999-12-31,118776,"Gorgan","1700-01-01 00:00:00","9999-12-31 00:00:00",17680,"1700-01-01 00:00:00","9999-12-31 00:00:00",155,54.26666,36.85,NA,NA,NA,NA,NA
"6221",40739,1700-01-01,9999-12-31,118777,"Shahrud","1700-01-01 00:00:00","9999-12-31 00:00:00",17681,"1700-01-01 00:00:00","9999-12-31 00:00:00",1349,54.95,36.41666,NA,NA,NA,NA,NA
"6222",40740,1700-01-01,9999-12-31,118778,"Ghuchan","1700-01-01 00:00:00","9999-12-31 00:00:00",17682,"1700-01-01 00:00:00","9999-12-31 00:00:00",1286,58.5,37.06666,NA,NA,NA,NA,NA
"6223",40741,1700-01-01,9999-12-31,118779,"Sarakhs","1700-01-01 00:00:00","9999-12-31 00:00:00",17683,"1700-01-01 00:00:00","9999-12-31 00:00:00",236,61.16666,36.53333,NA,NA,NA,NA,NA
"6224",40743,1700-01-01,9999-12-31,118780,"Sabzevar","1700-01-01 00:00:00","9999-12-31 00:00:00",17684,"1700-01-01 00:00:00","9999-12-31 00:00:00",941,57.66666,36.21666,NA,NA,NA,NA,NA
"6225",40745,1700-01-01,9999-12-31,118781,"Mashhad","1700-01-01 00:00:00","9999-12-31 00:00:00",17685,"1700-01-01 00:00:00","9999-12-31 00:00:00",989,59.63333,36.26666,NA,NA,NA,NA,NA
"6226",40747,1700-01-01,9999-12-31,118782,"Sanandaj","1700-01-01 00:00:00","9999-12-31 00:00:00",17686,"1700-01-01 00:00:00","9999-12-31 00:00:00",1373,47,35.33333,NA,NA,NA,NA,NA
"6227",40754,1700-01-01,9999-12-31,118783,"Tehran-Mehrabad","1700-01-01 00:00:00","9999-12-31 00:00:00",17687,"1700-01-01 00:00:00","9999-12-31 00:00:00",1204,51.31666,35.68333,NA,NA,NA,NA,NA
"6228",40757,1700-01-01,9999-12-31,118784,"Semnan","1700-01-01 00:00:00","9999-12-31 00:00:00",17688,"1700-01-01 00:00:00","9999-12-31 00:00:00",1127,53.41666,35.58333,NA,NA,NA,NA,NA
"6229",40762,1700-01-01,9999-12-31,118785,"Torbat-Heydarieh","1700-01-01 00:00:00","9999-12-31 00:00:00",17689,"1700-01-01 00:00:00","9999-12-31 00:00:00",1333,59.21666,35.26666,NA,NA,NA,NA,NA
"6230",40763,1700-01-01,9999-12-31,118786,"Kashmar","1700-01-01 00:00:00","9999-12-31 00:00:00",17690,"1700-01-01 00:00:00","9999-12-31 00:00:00",1060,58.46666,35.2,NA,NA,NA,NA,NA
"6231",40766,1700-01-01,9999-12-31,118787,"Kermanshah","1700-01-01 00:00:00","9999-12-31 00:00:00",17691,"1700-01-01 00:00:00","9999-12-31 00:00:00",1319,47.15,34.35,NA,NA,NA,NA,NA
"6232",40768,1700-01-01,9999-12-31,118788,"Hamedan","1700-01-01 00:00:00","9999-12-31 00:00:00",17692,"1700-01-01 00:00:00","9999-12-31 00:00:00",1741,48.53333,34.86666,NA,NA,NA,NA,NA
"6233",40769,1700-01-01,9999-12-31,118789,"Arak","1700-01-01 00:00:00","9999-12-31 00:00:00",17693,"1700-01-01 00:00:00","9999-12-31 00:00:00",1703,49.78333,34.06666,NA,NA,NA,NA,NA
"6234",40780,1700-01-01,9999-12-31,118790,"Ilam","1700-01-01 00:00:00","9999-12-31 00:00:00",17694,"1700-01-01 00:00:00","9999-12-31 00:00:00",1337,46.43333,33.63333,NA,NA,NA,NA,NA
"6235",40782,1700-01-01,9999-12-31,118791,"Khorram Abad","1700-01-01 00:00:00","9999-12-31 00:00:00",17695,"1700-01-01 00:00:00","9999-12-31 00:00:00",1148,48.28333,33.43333,NA,NA,NA,NA,NA
"6236",40783,1700-01-01,9999-12-31,118792,"Ali-Goodarz","1700-01-01 00:00:00","9999-12-31 00:00:00",17696,"1700-01-01 00:00:00","9999-12-31 00:00:00",2022,49.7,33.4,NA,NA,NA,NA,NA
"6237",40785,1700-01-01,9999-12-31,118793,"Kashan","1700-01-01 00:00:00","9999-12-31 00:00:00",17697,"1700-01-01 00:00:00","9999-12-31 00:00:00",982,51.45,33.98333,NA,NA,NA,NA,NA
"6238",40789,1700-01-01,9999-12-31,118794,"Khor","1700-01-01 00:00:00","9999-12-31 00:00:00",17698,"1700-01-01 00:00:00","9999-12-31 00:00:00",921,55.08333,33.78333,NA,NA,NA,NA,NA
"6239",40791,1700-01-01,9999-12-31,118795,"Tabas","1700-01-01 00:00:00","9999-12-31 00:00:00",17699,"1700-01-01 00:00:00","9999-12-31 00:00:00",710,56.91666,33.6,NA,NA,NA,NA,NA
"6240",40792,1700-01-01,9999-12-31,118796,"Ferdous","1700-01-01 00:00:00","9999-12-31 00:00:00",17700,"1700-01-01 00:00:00","9999-12-31 00:00:00",1292,58.16666,34.01666,NA,NA,NA,NA,NA
"6241",40794,1700-01-01,9999-12-31,118797,"Safi-Abad Dezful","1700-01-01 00:00:00","9999-12-31 00:00:00",17701,"1700-01-01 00:00:00","9999-12-31 00:00:00",82,48.41666,32.26666,NA,NA,NA,NA,NA
"6242",40798,1700-01-01,9999-12-31,118798,"Shahre-Kord","1700-01-01 00:00:00","9999-12-31 00:00:00",17702,"1700-01-01 00:00:00","9999-12-31 00:00:00",2049,50.85,32.28333,NA,NA,NA,NA,NA
"6243",40800,1700-01-01,9999-12-31,118799,"Esfahan","1700-01-01 00:00:00","9999-12-31 00:00:00",17703,"1700-01-01 00:00:00","9999-12-31 00:00:00",1550,51.70611,32.5175,NA,NA,NA,NA,NA
"6244",40809,1700-01-01,9999-12-31,118800,"Birjand","1700-01-01 00:00:00","9999-12-31 00:00:00",17704,"1700-01-01 00:00:00","9999-12-31 00:00:00",1491,59.2,32.86666,NA,NA,NA,NA,NA
"6245",40811,1700-01-01,9999-12-31,118801,"Ahwaz","1700-01-01 00:00:00","9999-12-31 00:00:00",17705,"1700-01-01 00:00:00","9999-12-31 00:00:00",20,48.66666,31.33333,NA,NA,NA,NA,NA
"6246",40812,1700-01-01,9999-12-31,118802,"Masjed-Soleyman","1700-01-01 00:00:00","9999-12-31 00:00:00",17706,"1700-01-01 00:00:00","9999-12-31 00:00:00",320,49.28333,31.93333,NA,NA,NA,NA,NA
"6247",40818,1700-01-01,9999-12-31,118803,"Abadeh","1700-01-01 00:00:00","9999-12-31 00:00:00",17707,"1700-01-01 00:00:00","9999-12-31 00:00:00",2004,52.66666,31.18333,NA,NA,NA,NA,NA
"6248",40821,1700-01-01,9999-12-31,118804,"Yazd","1700-01-01 00:00:00","9999-12-31 00:00:00",17708,"1700-01-01 00:00:00","9999-12-31 00:00:00",1238,54.28333,31.9,NA,NA,NA,NA,NA
"6249",40827,1700-01-01,9999-12-31,118805,"Nehbandan","1700-01-01 00:00:00","9999-12-31 00:00:00",17709,"1700-01-01 00:00:00","9999-12-31 00:00:00",1211,60.03333,31.53333,NA,NA,NA,NA,NA
"6250",40829,1700-01-01,9999-12-31,118806,"Zabol","1700-01-01 00:00:00","9999-12-31 00:00:00",17710,"1700-01-01 00:00:00","9999-12-31 00:00:00",489,61.48333,31.05,NA,NA,NA,NA,NA
"6251",40831,1700-01-01,9999-12-31,118807,"Abadan","1700-01-01 00:00:00","9999-12-31 00:00:00",17711,"1700-01-01 00:00:00","9999-12-31 00:00:00",3,48.25,30.36666,NA,NA,NA,NA,NA
"6252",40833,1700-01-01,9999-12-31,118808,"Omidyeh-Aghajari","1700-01-01 00:00:00","9999-12-31 00:00:00",17712,"1700-01-01 00:00:00","9999-12-31 00:00:00",27,49.66666,30.76666,NA,NA,NA,NA,NA
"6253",40835,1700-01-01,9999-12-31,118809,"Gach Saran Du Gunbadan","1700-01-01 00:00:00","9999-12-31 00:00:00",17713,"1700-01-01 00:00:00","9999-12-31 00:00:00",699,50.76666,30.43333,NA,NA,NA,NA,NA
"6254",40836,1700-01-01,9999-12-31,118810,"Yasoge","1700-01-01 00:00:00","9999-12-31 00:00:00",17714,"1700-01-01 00:00:00","9999-12-31 00:00:00",1880,51.68333,30.83333,NA,NA,NA,NA,NA
"6255",40841,1700-01-01,9999-12-31,118811,"Kerman","1700-01-01 00:00:00","9999-12-31 00:00:00",17715,"1700-01-01 00:00:00","9999-12-31 00:00:00",1748,56.96666,30.25,NA,NA,NA,NA,NA
"6256",40845,1700-01-01,9999-12-31,118812,"Kharg","1700-01-01 00:00:00","9999-12-31 00:00:00",17716,"1700-01-01 00:00:00","9999-12-31 00:00:00",3,50.26666,29.26666,NA,NA,NA,NA,NA
"6257",40848,1700-01-01,9999-12-31,118813,"Shiraz","1700-01-01 00:00:00","9999-12-31 00:00:00",17717,"1700-01-01 00:00:00","9999-12-31 00:00:00",1484,52.6,29.53333,NA,NA,NA,NA,NA
"6258",40851,1700-01-01,9999-12-31,118814,"Sirjan","1700-01-01 00:00:00","9999-12-31 00:00:00",17718,"1700-01-01 00:00:00","9999-12-31 00:00:00",1737,55.71666,29.46666,NA,NA,NA,NA,NA
"6259",40853,1700-01-01,9999-12-31,118815,"Baft","1700-01-01 00:00:00","9999-12-31 00:00:00",17719,"1700-01-01 00:00:00","9999-12-31 00:00:00",2258,56.56666,29.23333,NA,NA,NA,NA,NA
"6260",40854,1700-01-01,9999-12-31,118816,"Bam","1700-01-01 00:00:00","9999-12-31 00:00:00",17720,"1700-01-01 00:00:00","9999-12-31 00:00:00",940,58.45,29.08333,NA,NA,NA,NA,NA
"6261",40856,1700-01-01,9999-12-31,118817,"Zahedan","1700-01-01 00:00:00","9999-12-31 00:00:00",17721,"1700-01-01 00:00:00","9999-12-31 00:00:00",1370,60.88333,29.46666,NA,NA,NA,NA,NA
"6262",40857,1700-01-01,9999-12-31,118818,"Bushehr","1700-01-01 00:00:00","9999-12-31 00:00:00",17722,"1700-01-01 00:00:00","9999-12-31 00:00:00",8,50.85,28.95,NA,NA,NA,NA,NA
"6263",40858,1700-01-01,9999-12-31,125993,"Bushehr (Airport)","1700-01-01 00:00:00","9999-12-31 00:00:00",25756,"1700-01-01 00:00:00","9999-12-31 00:00:00",23,50.81666,28.96666,NA,NA,NA,NA,NA
"6264",40859,1700-01-01,9999-12-31,118819,"Fasa","1700-01-01 00:00:00","9999-12-31 00:00:00",17723,"1700-01-01 00:00:00","9999-12-31 00:00:00",1383,53.68333,28.96666,NA,NA,NA,NA,NA
"6265",40872,1700-01-01,9999-12-31,118820,"Bandar-E-Dayyer","1700-01-01 00:00:00","9999-12-31 00:00:00",17724,"1700-01-01 00:00:00","9999-12-31 00:00:00",4,51.93333,27.83333,NA,NA,NA,NA,NA
"6266",40875,1700-01-01,9999-12-31,118821,"Bandarabbass","1700-01-01 00:00:00","9999-12-31 00:00:00",17725,"1700-01-01 00:00:00","9999-12-31 00:00:00",10,56.36666,27.21666,NA,NA,NA,NA,NA
"6267",40877,1700-01-01,9999-12-31,118822,"Kahnuj","1700-01-01 00:00:00","9999-12-31 00:00:00",17726,"1700-01-01 00:00:00","9999-12-31 00:00:00",470,57.7,27.96666,NA,NA,NA,NA,NA
"6268",40878,1700-01-01,9999-12-31,118823,"Saravan","1700-01-01 00:00:00","9999-12-31 00:00:00",17727,"1700-01-01 00:00:00","9999-12-31 00:00:00",1195,62.33333,27.33333,NA,NA,NA,NA,NA
"6269",40879,1700-01-01,9999-12-31,118824,"Iranshahr","1700-01-01 00:00:00","9999-12-31 00:00:00",17728,"1700-01-01 00:00:00","9999-12-31 00:00:00",591,60.7,27.2,NA,NA,NA,NA,NA
"6270",40882,1700-01-01,9999-12-31,118825,"Kish Island","1700-01-01 00:00:00","9999-12-31 00:00:00",17729,"1700-01-01 00:00:00","9999-12-31 00:00:00",30,53.98333,26.5,NA,NA,NA,NA,NA
"6271",40883,1700-01-01,9999-12-31,118826,"Bandar Lengeh","1700-01-01 00:00:00","9999-12-31 00:00:00",17730,"1700-01-01 00:00:00","9999-12-31 00:00:00",23,54.81666,26.51666,NA,NA,NA,NA,NA
"6272",40889,1700-01-01,9999-12-31,118827,"Siri Island","1700-01-01 00:00:00","9999-12-31 00:00:00",17731,"1700-01-01 00:00:00","9999-12-31 00:00:00",16,54.48333,25.86666,NA,NA,NA,NA,NA
"6273",40890,1700-01-01,9999-12-31,118828,"Abu Musa","1700-01-01 00:00:00","9999-12-31 00:00:00",17732,"1700-01-01 00:00:00","9999-12-31 00:00:00",6,54.83333,25.83333,NA,NA,NA,NA,NA
"6274",40893,1700-01-01,9999-12-31,118829,"Jask","1700-01-01 00:00:00","9999-12-31 00:00:00",17733,"1700-01-01 00:00:00","9999-12-31 00:00:00",3,57.76666,25.63333,NA,NA,NA,NA,NA
"6276",40898,1700-01-01,9999-12-31,118831,"Chahbahar","1700-01-01 00:00:00","9999-12-31 00:00:00",17735,"1700-01-01 00:00:00","9999-12-31 00:00:00",8,60.61666,25.28333,NA,NA,NA,NA,NA
"6282",40911,1700-01-01,9999-12-31,118837,"Mazar-I-Sharif","1700-01-01 00:00:00","9999-12-31 00:00:00",17741,"1700-01-01 00:00:00","9999-12-31 00:00:00",378,67.2,36.7,NA,NA,NA,NA,NA
"6304",40951,1700-01-01,9999-12-31,118859,"Sarobi","1700-01-01 00:00:00","9999-12-31 00:00:00",17763,"1700-01-01 00:00:00","9999-12-31 00:00:00",1020,69.75,34.58333,NA,NA,NA,NA,NA
"6327",41024,1700-01-01,9999-12-31,118882,"Jeddah (King Abdul A","1700-01-01 00:00:00","9999-12-31 00:00:00",17786,"1700-01-01 00:00:00","9999-12-31 00:00:00",15,39.18333,21.7,NA,NA,NA,NA,NA
"6328",41030,1700-01-01,9999-12-31,118883,"Makkah","1700-01-01 00:00:00","9999-12-31 00:00:00",17787,"1700-01-01 00:00:00","9999-12-31 00:00:00",240,39.76666,21.43333,NA,NA,NA,NA,NA
"6333",41036,1700-01-01,9999-12-31,118887,"Taif","1700-01-01 00:00:00","9999-12-31 00:00:00",17791,"1700-01-01 00:00:00","9999-12-31 00:00:00",1478,40.55,21.48333,NA,NA,NA,NA,NA
"6334",41055,1700-01-01,9999-12-31,118888,"Al Baha","1700-01-01 00:00:00","9999-12-31 00:00:00",17792,"1700-01-01 00:00:00","9999-12-31 00:00:00",1652,41.65,20.3,NA,NA,NA,NA,NA
