"","wmon","membership_start","membership_end","fmisid","station_name","station_start","sattion_end","loc_id","loc_start","loc_end","h","lon","lat","lsm","z_oro","lsm_41r2","z_oro_41r2","lpnn"
"2247",7005,1700-01-01,9999-12-31,115165,"Abbeville","1700-01-01 00:00:00","9999-12-31 00:00:00",13867,"1700-01-01 00:00:00","9999-12-31 00:00:00",67,1.83472,50.13583,100,59.06,100,55.89,NA
"2248",7010,1700-01-01,9999-12-31,115166,"Dunkerque","1700-01-01 00:00:00","9999-12-31 00:00:00",13868,"1700-01-01 00:00:00","9999-12-31 00:00:00",11,2.33944,51.05583,55.3,3.15,55.3,2.27,NA
"2249",7015,1700-01-01,9999-12-31,115167,"Lille-Lesquin","1700-01-01 00:00:00","9999-12-31 00:00:00",13869,"1700-01-01 00:00:00","9999-12-31 00:00:00",48,3.0975,50.57,100,32.86,100,32.88,NA
"2251",7020,1700-01-01,9999-12-31,115169,"Pte De La Hague","1700-01-01 00:00:00","9999-12-31 00:00:00",13871,"1700-01-01 00:00:00","9999-12-31 00:00:00",6,-1.93972,49.72527,0,14.53,0,12.92,NA
"2252",7024,1700-01-01,9999-12-31,115170,"Maupertus Gonneville","1700-01-01 00:00:00","9999-12-31 00:00:00",13872,"1700-01-01 00:00:00","9999-12-31 00:00:00",140,-1.46361,49.65277,77.8,50.81,77.8,51.98,NA
"2253",7027,1700-01-01,9999-12-31,115171,"Caen-Carpiquet","1700-01-01 00:00:00","9999-12-31 00:00:00",13873,"1700-01-01 00:00:00","9999-12-31 00:00:00",78,-0.45611,49.18,100,60.71,100,62.91,NA
"2254",7028,1700-01-01,9999-12-31,115172,"Cap-De-La Heve","1700-01-01 00:00:00","9999-12-31 00:00:00",13874,"1700-01-01 00:00:00","9999-12-31 00:00:00",100,0.07111,49.50888,52.8,16.22,56.9,18.81,NA
"2255",7029,1700-01-01,9999-12-31,115173,"Port En Bessin","1700-01-01 00:00:00","9999-12-31 00:00:00",13875,"1700-01-01 00:00:00","9999-12-31 00:00:00",63,-0.76666,49.35,20,21.02,30.7,24.94,NA
"2256",7031,1700-01-01,9999-12-31,115174,"Deauville","1700-01-01 00:00:00","9999-12-31 00:00:00",13876,"1700-01-01 00:00:00","9999-12-31 00:00:00",146,0.16694,49.36444,100,44.36,100,56.08,NA
"2257",7037,1700-01-01,9999-12-31,115175,"Rouen-Boos","1700-01-01 00:00:00","9999-12-31 00:00:00",13877,"1700-01-01 00:00:00","9999-12-31 00:00:00",156,1.18138,49.38305,100,99.55,100,83.48,NA
"2258",7038,1700-01-01,9999-12-31,115176,"Evreux-Huest","1700-01-01 00:00:00","9999-12-31 00:00:00",13878,"1700-01-01 00:00:00","9999-12-31 00:00:00",132,1.22166,49.025,100,121.94,100,122.41,NA
"2260",7040,1700-01-01,9999-12-31,115177,"Dieppe","1700-01-01 00:00:00","9999-12-31 00:00:00",13879,"1700-01-01 00:00:00","9999-12-31 00:00:00",33,1.08888,49.9325,54,52.93,54,53.57,NA
"2262",7046,1700-01-01,9999-12-31,115179,"Le Havre Octeville","1700-01-01 00:00:00","9999-12-31 00:00:00",13881,"1700-01-01 00:00:00","9999-12-31 00:00:00",95,0.09166,49.53305,53.9,19.46,73.3,25.68,NA
"2264",7055,1700-01-01,9999-12-31,115181,"Beauvais-Tille","1700-01-01 00:00:00","9999-12-31 00:00:00",13883,"1700-01-01 00:00:00","9999-12-31 00:00:00",109,2.12722,49.44638,100,126.49,100,124.41,NA
"2265",7057,1700-01-01,9999-12-31,115341,"Creil","1700-01-01 00:00:00","9999-12-31 00:00:00",14051,"1700-01-01 00:00:00","9999-12-31 00:00:00",88,2.52083,49.25222,100,76.21,100,70.66,NA
"2267",7061,1700-01-01,9999-12-31,115182,"Saint-Quentin","1700-01-01 00:00:00","9999-12-31 00:00:00",13884,"1700-01-01 00:00:00","9999-12-31 00:00:00",98,3.20611,49.81833,100,92.1,100,87.47,NA
"2269",7072,1700-01-01,9999-12-31,100856,"Reims-Prunay","1700-01-01 00:00:00","9999-12-31 00:00:00",353566,"1700-01-01 00:00:00","9999-12-31 00:00:00",95,4.15527,49.20972,100,128.13,100,126.81,NA
"2270",7075,1700-01-01,9999-12-31,115184,"Charleville-Mez","1700-01-01 00:00:00","9999-12-31 00:00:00",13886,"1700-01-01 00:00:00","9999-12-31 00:00:00",150,4.64305,49.78277,100,245.62,100,236.69,NA
"2272",7090,1700-01-01,9999-12-31,115185,"Metz-Frescaty","1700-01-01 00:00:00","9999-12-31 00:00:00",13887,"1700-01-01 00:00:00","9999-12-31 00:00:00",192,6.12555,49.07305,100,243.45,100,231.78,NA
"2273",7093,1700-01-01,9999-12-31,115342,"Goin Aeroport M.N.L.","1700-01-01 00:00:00","9999-12-31 00:00:00",14054,"1700-01-01 00:00:00","9999-12-31 00:00:00",265,6.24305,48.97944,100,237.94,100,230.11,NA
"2274",7100,1700-01-01,9999-12-31,115186,"Ouessant-Stiff","1700-01-01 00:00:00","9999-12-31 00:00:00",13888,"1700-01-01 00:00:00","9999-12-31 00:00:00",64,-5.05694,48.47333,0,0.18,0,-0.55,NA
"2276",7107,1700-01-01,9999-12-31,115188,"Brignogan","1700-01-01 00:00:00","9999-12-31 00:00:00",13890,"1700-01-01 00:00:00","9999-12-31 00:00:00",9,-4.33111,48.67638,58.9,32.12,58.9,23.65,NA
"2278",7109,1700-01-01,9999-12-31,115189,"Lanveoc Poulmic","1700-01-01 00:00:00","9999-12-31 00:00:00",13891,"1700-01-01 00:00:00","9999-12-31 00:00:00",87,-4.43944,48.27944,23.6,34.03,100,23.13,NA
"2279",7110,1700-01-01,9999-12-31,115190,"Brest-Guipavas","1700-01-01 00:00:00","9999-12-31 00:00:00",13892,"1700-01-01 00:00:00","9999-12-31 00:00:00",99,-4.41194,48.44416,100,62.57,100,63.76,NA
"2281",7117,1700-01-01,9999-12-31,115191,"Ploumanac'H","1700-01-01 00:00:00","9999-12-31 00:00:00",13893,"1700-01-01 00:00:00","9999-12-31 00:00:00",55,-3.47305,48.82583,39.3,30.27,39.3,25.06,NA
"2282",7118,1700-01-01,9999-12-31,115192,"Lannion","1700-01-01 00:00:00","9999-12-31 00:00:00",13894,"1700-01-01 00:00:00","9999-12-31 00:00:00",88,-3.46861,48.75527,95.8,57.28,95.8,47.89,NA
"2284",7120,1700-01-01,9999-12-31,115194,"Tremuson-St-Brieuc","1700-01-01 00:00:00","9999-12-31 00:00:00",13896,"1700-01-01 00:00:00","9999-12-31 00:00:00",130,-2.85194,48.53638,94.6,116.12,94.6,112.62,NA
"2285",7125,1700-01-01,9999-12-31,115195,"Dinard","1700-01-01 00:00:00","9999-12-31 00:00:00",13897,"1700-01-01 00:00:00","9999-12-31 00:00:00",67,-2.07583,48.58888,100,35.75,100,33.53,NA
"2287",7130,1700-01-01,9999-12-31,115197,"Rennes-Saint Jacques","1700-01-01 00:00:00","9999-12-31 00:00:00",13899,"1700-01-01 00:00:00","9999-12-31 00:00:00",38,-1.73366,48.068,100,54.25,100,49.78,NA
"2288",7134,1700-01-01,9999-12-31,115198,"Entrammes","1700-01-01 00:00:00","9999-12-31 00:00:00",13900,"1700-01-01 00:00:00","9999-12-31 00:00:00",101,-0.74638,48.03055,100,95.82,100,93.57,NA
"2289",7139,1700-01-01,9999-12-31,115199,"Alencon","1700-01-01 00:00:00","9999-12-31 00:00:00",13901,"1700-01-01 00:00:00","9999-12-31 00:00:00",146,0.11027,48.44555,100,178.78,100,177.52,NA
"2290",7140,1700-01-01,9999-12-31,115200,"Chateaudun","1700-01-01 00:00:00","9999-12-31 00:00:00",13902,"1700-01-01 00:00:00","9999-12-31 00:00:00",133,1.37666,48.06166,100,133.4,100,129.71,NA
"2291",7143,1700-01-01,9999-12-31,115201,"Chartres","1700-01-01 00:00:00","9999-12-31 00:00:00",13903,"1700-01-01 00:00:00","9999-12-31 00:00:00",155,1.50111,48.46055,100,150.88,100,150.05,NA
"2292",7145,1700-01-01,9999-12-31,115202,"Trappes","1700-01-01 00:00:00","9999-12-31 00:00:00",13904,"1700-01-01 00:00:00","9999-12-31 00:00:00",167,2.00972,48.77444,100,133.75,100,151.14,NA
"2293",7146,1700-01-01,9999-12-31,115344,"Toussus Le Noble","1700-01-01 00:00:00","9999-12-31 00:00:00",14059,"1700-01-01 00:00:00","9999-12-31 00:00:00",163,2.11361,48.75055,100,126.26,100,144.84,NA
"2294",7147,1700-01-01,9999-12-31,115203,"Villacoublay","1700-01-01 00:00:00","9999-12-31 00:00:00",13905,"1700-01-01 00:00:00","9999-12-31 00:00:00",178,2.205,48.77,100,100.86,100,111.93,NA
"2295",7149,1700-01-01,9999-12-31,115204,"Paris-Orly","1700-01-01 00:00:00","9999-12-31 00:00:00",13906,"1700-01-01 00:00:00","9999-12-31 00:00:00",89,2.38444,48.71694,100,78.52,100,77.68,NA
"2296",7150,1700-01-01,9999-12-31,115205,"Le Bourget","1700-01-01 00:00:00","9999-12-31 00:00:00",13907,"1700-01-01 00:00:00","9999-12-31 00:00:00",66,2.42722,48.96722,100,74.14,100,72.01,NA
"2297",7153,1700-01-01,9999-12-31,115206,"Melun","1700-01-01 00:00:00","9999-12-31 00:00:00",13908,"1700-01-01 00:00:00","9999-12-31 00:00:00",91,2.67944,48.61027,100,88.47,100,86.23,NA
"2299",7156,1700-01-01,9999-12-31,115208,"Paris-Montsouris","1700-01-01 00:00:00","9999-12-31 00:00:00",13910,"1700-01-01 00:00:00","9999-12-31 00:00:00",75,2.33777,48.82166,100,76.63,100,72.45,NA
"2300",7157,1700-01-01,9999-12-31,115209,"Paris-Aeroport Roissy","1700-01-01 00:00:00","9999-12-31 00:00:00",13911,"1700-01-01 00:00:00","9999-12-31 00:00:00",119,2.53444,49.01527,100,83,100,84.85,NA
"2303",7168,1700-01-01,9999-12-31,115211,"Troyes-Barberey","1700-01-01 00:00:00","9999-12-31 00:00:00",13913,"1700-01-01 00:00:00","9999-12-31 00:00:00",118,4.02,48.32472,100,144.68,100,146.75,NA
"2304",7169,1700-01-01,9999-12-31,115212,"Saint-Dizier","1700-01-01 00:00:00","9999-12-31 00:00:00",13914,"1700-01-01 00:00:00","9999-12-31 00:00:00",140,4.90361,48.63138,100,165.8,100,154.07,NA
"2307",7180,1700-01-01,9999-12-31,115215,"Nancy-Essey","1700-01-01 00:00:00","9999-12-31 00:00:00",13917,"1700-01-01 00:00:00","9999-12-31 00:00:00",229,6.22166,48.68777,100,262.6,100,267.23,NA
"2308",7181,1700-01-01,9999-12-31,115216,"Nancy-Ochey","1700-01-01 00:00:00","9999-12-31 00:00:00",13918,"1700-01-01 00:00:00","9999-12-31 00:00:00",336,5.95972,48.58111,100,305.99,100,305.67,NA
"2311",7190,1700-01-01,9999-12-31,115219,"Strasbourg-Entzheim","1700-01-01 00:00:00","9999-12-31 00:00:00",13921,"1700-01-01 00:00:00","9999-12-31 00:00:00",154,7.64027,48.54944,100,166.27,100,153.67,NA
"2313",7200,1700-01-01,9999-12-31,115221,"Pte De Penmarch","1700-01-01 00:00:00","9999-12-31 00:00:00",13923,"1700-01-01 00:00:00","9999-12-31 00:00:00",3,-4.37472,47.7975,0.1,5.68,38,5.68,NA
"2314",7201,1700-01-01,9999-12-31,115222,"Quimper","1700-01-01 00:00:00","9999-12-31 00:00:00",13924,"1700-01-01 00:00:00","9999-12-31 00:00:00",91,-4.1725,47.97277,100,67.35,100,63.82,NA
"2315",7203,1700-01-01,9999-12-31,115223,"Ile De Groix","1700-01-01 00:00:00","9999-12-31 00:00:00",13925,"1700-01-01 00:00:00","9999-12-31 00:00:00",41,-3.50133,47.65133,0,6.2,20.8,1.59,NA
"2316",7205,1700-01-01,9999-12-31,115224,"L Orient Lann Bihoue","1700-01-01 00:00:00","9999-12-31 00:00:00",13926,"1700-01-01 00:00:00","9999-12-31 00:00:00",49,-3.43555,47.76277,56.5,28.21,100,24.13,NA
"2317",7207,1700-01-01,9999-12-31,115345,"Belle Ile-Le Talut","1700-01-01 00:00:00","9999-12-31 00:00:00",14067,"1700-01-01 00:00:00","9999-12-31 00:00:00",34,-3.21833,47.29444,0,3.93,0,4.56,NA
"2319",7216,1700-01-01,9999-12-31,115227,"Chemoulin","1700-01-01 00:00:00","9999-12-31 00:00:00",13929,"1700-01-01 00:00:00","9999-12-31 00:00:00",0,-2.3,47.23333,52,5.96,0,6.56,NA
"2320",7217,1700-01-01,9999-12-31,115228,"Saint-Nazaire-Montoir","1700-01-01 00:00:00","9999-12-31 00:00:00",13930,"1700-01-01 00:00:00","9999-12-31 00:00:00",4,-2.15444,47.31388,100,11.05,88.5,8.77,NA
"2321",7222,1700-01-01,9999-12-31,115229,"Nantes-Bouguenais","1700-01-01 00:00:00","9999-12-31 00:00:00",13931,"1700-01-01 00:00:00","9999-12-31 00:00:00",27,-1.60888,47.15,100,20.97,100,16.06,NA
"2323",7230,1700-01-01,9999-12-31,115231,"Beaucouze","1700-01-01 00:00:00","9999-12-31 00:00:00",13933,"1700-01-01 00:00:00","9999-12-31 00:00:00",50,-0.61444,47.47888,100,43.1,100,42.18,NA
"2324",7235,1700-01-01,9999-12-31,115232,"Le Mans","1700-01-01 00:00:00","9999-12-31 00:00:00",13934,"1700-01-01 00:00:00","9999-12-31 00:00:00",59,0.18972,47.94583,100,73.28,100,71.21,NA
"2325",7240,1700-01-01,9999-12-31,115233,"Tours","1700-01-01 00:00:00","9999-12-31 00:00:00",13935,"1700-01-01 00:00:00","9999-12-31 00:00:00",109,0.72722,47.44444,100,97.95,100,94.63,NA
"2326",7245,1700-01-01,9999-12-31,115234,"Blois","1700-01-01 00:00:00","9999-12-31 00:00:00",13936,"1700-01-01 00:00:00","9999-12-31 00:00:00",121,1.21222,47.67944,100,113.58,100,113.26,NA
"2327",7247,1700-01-01,9999-12-31,115235,"Romorantin","1700-01-01 00:00:00","9999-12-31 00:00:00",13937,"1700-01-01 00:00:00","9999-12-31 00:00:00",88,1.68749,47.31972,100,103.51,100,101.42,NA
"2328",7249,1700-01-01,9999-12-31,115236,"Orleans","1700-01-01 00:00:00","9999-12-31 00:00:00",13938,"1700-01-01 00:00:00","9999-12-31 00:00:00",125,1.77666,47.98333,100,120.01,100,118.03,NA
"2329",7255,1700-01-01,9999-12-31,115237,"Bourges","1700-01-01 00:00:00","9999-12-31 00:00:00",13939,"1700-01-01 00:00:00","9999-12-31 00:00:00",161,2.35972,47.05916,100,155.23,100,147.65,NA
"2330",7257,1700-01-01,9999-12-31,115238,"Avord","1700-01-01 00:00:00","9999-12-31 00:00:00",13940,"1700-01-01 00:00:00","9999-12-31 00:00:00",176,2.64222,47.06055,100,182.88,100,175.22,NA
"2331",7260,1700-01-01,9999-12-31,115239,"Nevers-Marzy","1700-01-01 00:00:00","9999-12-31 00:00:00",13941,"1700-01-01 00:00:00","9999-12-31 00:00:00",183,3.11277,46.99833,100,205.12,100,197.89,NA
"2333",7266,1700-01-01,9999-12-31,100857,"Auxerre Perrigny","1700-01-01 00:00:00","9999-12-31 00:00:00",353567,"1700-01-01 00:00:00","9999-12-31 00:00:00",152,3.54972,47.82472,100,167.74,100,163.9,NA
"2337",7280,1700-01-01,9999-12-31,115243,"Dijon-Longvic","1700-01-01 00:00:00","9999-12-31 00:00:00",13945,"1700-01-01 00:00:00","9999-12-31 00:00:00",222,5.08833,47.26777,100,258.69,100,244.9,NA
"2338",7283,1700-01-01,9999-12-31,115244,"Langres","1700-01-01 00:00:00","9999-12-31 00:00:00",13946,"1700-01-01 00:00:00","9999-12-31 00:00:00",467,5.3375,47.84361,100,382.42,100,384.3,NA
"2339",7288,1700-01-01,9999-12-31,115245,"Besancon","1700-01-01 00:00:00","9999-12-31 00:00:00",13947,"1700-01-01 00:00:00","9999-12-31 00:00:00",307,5.98888,47.24888,100,325.08,100,316.47,NA
"2341",7292,1700-01-01,9999-12-31,115246,"Luxeuil","1700-01-01 00:00:00","9999-12-31 00:00:00",13948,"1700-01-01 00:00:00","9999-12-31 00:00:00",278,6.36388,47.78694,100,324.81,100,306.71,NA
"2344",7299,1700-01-01,9999-12-31,115248,"Bale-Mulhouse","1700-01-01 00:00:00","9999-12-31 00:00:00",13950,"1700-01-01 00:00:00","9999-12-31 00:00:00",270,7.51027,47.61416,100,332.95,100,303.39,NA
"2345",7300,1700-01-01,9999-12-31,115249,"L Ile D Yeu","1700-01-01 00:00:00","9999-12-31 00:00:00",13951,"1700-01-01 00:00:00","9999-12-31 00:00:00",32,-2.33027,46.69361,0,0.88,0,1.6,NA
"2346",7306,1700-01-01,9999-12-31,115250,"La Roche-Sur-Yon","1700-01-01 00:00:00","9999-12-31 00:00:00",13952,"1700-01-01 00:00:00","9999-12-31 00:00:00",91,-1.38166,46.7,100,71.03,100,72.13,NA
"2347",7314,1700-01-01,9999-12-31,115251,"Pointe De Chassiron","1700-01-01 00:00:00","9999-12-31 00:00:00",13953,"1700-01-01 00:00:00","9999-12-31 00:00:00",11,-1.41166,46.04694,0,-0.18,0,0.18,NA
"2348",7315,1700-01-01,9999-12-31,115252,"La Rochelle","1700-01-01 00:00:00","9999-12-31 00:00:00",13954,"1700-01-01 00:00:00","9999-12-31 00:00:00",4,-1.15,46.15,16,7.4,80,6.36,NA
"2349",7316,1700-01-01,9999-12-31,115346,"La Rochelle Aeroport Ile De Re","1700-01-01 00:00:00","9999-12-31 00:00:00",14075,"1700-01-01 00:00:00","9999-12-31 00:00:00",23,-1.19305,46.17805,19.3,5.9,45.6,4.59,NA
"2350",7330,1700-01-01,9999-12-31,115253,"Niort","1700-01-01 00:00:00","9999-12-31 00:00:00",13955,"1700-01-01 00:00:00","9999-12-31 00:00:00",61,-0.40027,46.31555,100,67.58,100,54.87,NA
"2351",7335,1700-01-01,9999-12-31,115254,"Poitiers-Biard","1700-01-01 00:00:00","9999-12-31 00:00:00",13956,"1700-01-01 00:00:00","9999-12-31 00:00:00",128,0.31444,46.59388,100,117.87,100,116.59,NA
"2353",7354,1700-01-01,9999-12-31,115255,"Chateauroux","1700-01-01 00:00:00","9999-12-31 00:00:00",13957,"1700-01-01 00:00:00","9999-12-31 00:00:00",161,1.74111,46.86972,100,162.19,100,162.74,NA
"2355",7361,1700-01-01,9999-12-31,100858,"Gueret St Laurent","1700-01-01 00:00:00","9999-12-31 00:00:00",353568,"1700-01-01 00:00:00","9999-12-31 00:00:00",365,1.95055,46.17527,100,446.24,100,456.99,NA
"2356",7374,1700-01-01,9999-12-31,115257,"Vichy-Charmeil","1700-01-01 00:00:00","9999-12-31 00:00:00",13959,"1700-01-01 00:00:00","9999-12-31 00:00:00",251,3.39861,46.16666,100,311.82,100,306.89,NA
"2357",7379,1700-01-01,9999-12-31,115258,"Saint-Yan","1700-01-01 00:00:00","9999-12-31 00:00:00",13960,"1700-01-01 00:00:00","9999-12-31 00:00:00",242,4.02472,46.41194,100,278.9,100,275.31,NA
"2359",7385,1700-01-01,9999-12-31,115260,"Macon","1700-01-01 00:00:00","9999-12-31 00:00:00",13962,"1700-01-01 00:00:00","9999-12-31 00:00:00",222,4.79861,46.29666,100,262.93,100,255.63,NA
"2360",7386,1700-01-01,9999-12-31,115261,"Dole-Tavaux","1700-01-01 00:00:00","9999-12-31 00:00:00",13963,"1700-01-01 00:00:00","9999-12-31 00:00:00",197,5.42722,47.04388,100,210.1,100,208.46,NA
"2362",7412,1700-01-01,9999-12-31,115263,"Cognac","1700-01-01 00:00:00","9999-12-31 00:00:00",13965,"1700-01-01 00:00:00","9999-12-31 00:00:00",31,-0.31583,45.665,100,41.38,100,37.74,NA
"2364",7434,1700-01-01,9999-12-31,115264,"Limoges-Bellegarde","1700-01-01 00:00:00","9999-12-31 00:00:00",13966,"1700-01-01 00:00:00","9999-12-31 00:00:00",402,1.175,45.86111,100,318.93,100,307.94,NA
"2366",7438,1700-01-01,9999-12-31,115266,"Brive","1700-01-01 00:00:00","9999-12-31 00:00:00",13968,"1700-01-01 00:00:00","9999-12-31 00:00:00",116,1.47444,45.14805,100,241.47,100,221.74,NA
"2367",7460,1700-01-01,9999-12-31,115267,"Clermont-Ferrand","1700-01-01 00:00:00","9999-12-31 00:00:00",13969,"1700-01-01 00:00:00","9999-12-31 00:00:00",332,3.14944,45.78694,100,481.29,100,466.11,NA
"2371",7471,1700-01-01,9999-12-31,115269,"Le Puy-Loudes","1700-01-01 00:00:00","9999-12-31 00:00:00",13971,"1700-01-01 00:00:00","9999-12-31 00:00:00",832,3.76388,45.07444,100,892.28,100,899.11,NA
"2372",7475,1700-01-01,9999-12-31,115270,"St-Etienne Boutheon","1700-01-01 00:00:00","9999-12-31 00:00:00",13972,"1700-01-01 00:00:00","9999-12-31 00:00:00",404,4.29333,45.53305,100,509.32,100,464.17,NA
"2374",7480,1700-01-01,9999-12-31,115272,"Lyon-Bron","1700-01-01 00:00:00","9999-12-31 00:00:00",13974,"1700-01-01 00:00:00","9999-12-31 00:00:00",197,4.93777,45.72611,100,229.06,100,223.46,NA
"2375",7481,1700-01-01,9999-12-31,115273,"Lyon-St Exupery","1700-01-01 00:00:00","9999-12-31 00:00:00",13975,"1700-01-01 00:00:00","9999-12-31 00:00:00",250,5.07777,45.72638,100,226.7,100,216.43,NA
"2376",7482,1700-01-01,9999-12-31,115274,"Amberieu","1700-01-01 00:00:00","9999-12-31 00:00:00",13976,"1700-01-01 00:00:00","9999-12-31 00:00:00",251,5.32944,45.97638,100,367.03,100,353.12,NA
"2377",7486,1700-01-01,9999-12-31,115275,"Grenoble-St-Geoirs","1700-01-01 00:00:00","9999-12-31 00:00:00",13977,"1700-01-01 00:00:00","9999-12-31 00:00:00",397,5.31333,45.36388,100,449.6,100,451.74,NA
"2380",7491,1700-01-01,9999-12-31,115276,"Chambery-Aix-Les-Bains","1700-01-01 00:00:00","9999-12-31 00:00:00",13978,"1700-01-01 00:00:00","9999-12-31 00:00:00",237,5.87805,45.64138,100,608.56,100,597.44,NA
"2381",7497,1700-01-01,9999-12-31,115277,"Bourg St-Maurice","1700-01-01 00:00:00","9999-12-31 00:00:00",13979,"1700-01-01 00:00:00","9999-12-31 00:00:00",865,6.76333,45.61277,100,1951.14,100,1957.72,NA
"2383",7500,1700-01-01,9999-12-31,115279,"Lege-Cap Ferret","1700-01-01 00:00:00","9999-12-31 00:00:00",13981,"1700-01-01 00:00:00","9999-12-31 00:00:00",9,-1.24833,44.63166,1.3,3.13,1.3,7.51,NA
"2384",7502,1700-01-01,9999-12-31,115280,"Cazaux","1700-01-01 00:00:00","9999-12-31 00:00:00",13982,"1700-01-01 00:00:00","9999-12-31 00:00:00",25,-1.13333,44.53333,93.3,19.54,93.3,24.82,NA
"2385",7503,1700-01-01,9999-12-31,115281,"Biscarosse","1700-01-01 00:00:00","9999-12-31 00:00:00",13983,"1700-01-01 00:00:00","9999-12-31 00:00:00",33,-1.2475,44.43166,2,7.47,55.6,16.48,NA
"2386",7510,1700-01-01,9999-12-31,115282,"Bordeaux Merignac","1700-01-01 00:00:00","9999-12-31 00:00:00",13984,"1700-01-01 00:00:00","9999-12-31 00:00:00",49,-0.69138,44.83055,100,37.76,100,39.69,NA
"2387",7524,1700-01-01,9999-12-31,115283,"Agen","1700-01-01 00:00:00","9999-12-31 00:00:00",13985,"1700-01-01 00:00:00","9999-12-31 00:00:00",62,0.59472,44.17222,100,110.1,100,109.61,NA
"2388",7530,1700-01-01,9999-12-31,115284,"Bergerac","1700-01-01 00:00:00","9999-12-31 00:00:00",13986,"1700-01-01 00:00:00","9999-12-31 00:00:00",52,0.52416,44.82305,100,105.75,100,97.97,NA
"2389",7535,1700-01-01,9999-12-31,115285,"Gourdon","1700-01-01 00:00:00","9999-12-31 00:00:00",13987,"1700-01-01 00:00:00","9999-12-31 00:00:00",259,1.39611,44.745,100,224.89,100,229.41,NA
"2390",7540,1700-01-01,9999-12-31,115286,"Montauban","1700-01-01 00:00:00","9999-12-31 00:00:00",13988,"1700-01-01 00:00:00","9999-12-31 00:00:00",107,1.37666,44.02805,100,117.34,100,106.86,NA
"2391",7549,1700-01-01,9999-12-31,115287,"Aurillac","1700-01-01 00:00:00","9999-12-31 00:00:00",13989,"1700-01-01 00:00:00","9999-12-31 00:00:00",639,2.42111,44.89861,100,679.92,100,670.3,NA
"2392",7552,1700-01-01,9999-12-31,115349,"Salles La Source","1700-01-01 00:00:00","9999-12-31 00:00:00",14093,"1700-01-01 00:00:00","9999-12-31 00:00:00",581,2.4825,44.41027,100,554.87,100,558.44,NA
"2393",7554,1700-01-01,9999-12-31,115288,"Mende","1700-01-01 00:00:00","9999-12-31 00:00:00",13990,"1700-01-01 00:00:00","9999-12-31 00:00:00",932,3.455,44.53333,100,1018.99,100,987.44,NA
"2395",7558,1700-01-01,9999-12-31,115289,"Millau","1700-01-01 00:00:00","9999-12-31 00:00:00",13991,"1700-01-01 00:00:00","9999-12-31 00:00:00",715,3.01944,44.11861,100,690.66,100,663.73,NA
"2396",7560,1700-01-01,9999-12-31,115290,"Mont Aigoual","1700-01-01 00:00:00","9999-12-31 00:00:00",13992,"1700-01-01 00:00:00","9999-12-31 00:00:00",1567,3.58138,44.12138,100,830.28,100,893.97,NA
"2397",7563,1700-01-01,9999-12-31,115351,"Avignon","1700-01-01 00:00:00","9999-12-31 00:00:00",14095,"1700-01-01 00:00:00","9999-12-31 00:00:00",38,4.90277,43.91138,100,71.04,100,66.24,NA
"2399",7570,1700-01-01,9999-12-31,115292,"Aubenas","1700-01-01 00:00:00","9999-12-31 00:00:00",13994,"1700-01-01 00:00:00","9999-12-31 00:00:00",281,4.36722,44.53833,100,334.69,100,307.17,NA
"2401",7577,1700-01-01,9999-12-31,115293,"Montelimar","1700-01-01 00:00:00","9999-12-31 00:00:00",13995,"1700-01-01 00:00:00","9999-12-31 00:00:00",73,4.73305,44.58111,100,251.57,100,224.46,NA
"2403",7579,1700-01-01,9999-12-31,115294,"Orange","1700-01-01 00:00:00","9999-12-31 00:00:00",13996,"1700-01-01 00:00:00","9999-12-31 00:00:00",60,4.86111,44.14472,100,98.58,100,59.12,NA
"2404",7586,1700-01-01,9999-12-31,115295,"Carpentras","1700-01-01 00:00:00","9999-12-31 00:00:00",13997,"1700-01-01 00:00:00","9999-12-31 00:00:00",99,5.05916,44.08305,100,222.4,100,204.77,NA
"2406",7588,1700-01-01,9999-12-31,115297,"St-Auban-Sur-Durance","1700-01-01 00:00:00","9999-12-31 00:00:00",13999,"1700-01-01 00:00:00","9999-12-31 00:00:00",461,5.98972,44.06222,100,681.76,100,645.96,NA
